"disp:0","disp:1","disp:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.015931,0.21064,0,1,0.99,-1.01,0,0
-0.015978,0.21172,0,1,0.993,-1.007,0,0
-0.016025,0.2128,0,1,0.996,-1.004,0,0
-0.016072,0.21389,0,1,0.999,-1.001,0,0
-0.016119,0.21497,0,1,1.002,-0.998,0,0
-0.016166,0.21605,0,1,1.005,-0.995,0,0
-0.016213,0.21713,0,1,1.008,-0.992,0,0
-0.01626,0.21821,0,1,1.011,-0.989,0,0
-0.016307,0.21929,0,1,1.014,-0.986,0,0
-0.016354,0.22037,0,1,1.017,-0.983,0,0
-0.016401,0.22145,0,1,1.02,-0.98,0,0
-0.016448,0.22253,0,1,1.023,-0.977,0,0
-0.016495,0.22361,0,1,1.026,-0.974,0,0
-0.016542,0.22469,0,1,1.029,-0.971,0,0
-0.016588,0.22578,0,1,1.032,-0.968,0,0
-0.016633,0.22688,0,1,1.035,-0.965,0,0
-0.016677,0.22799,0,1,1.038,-0.962,0,0
-0.016721,0.22909,0,1,1.041,-0.959,0,0
-0.016766,0.2302,0,1,1.044,-0.956,0,0
-0.01681,0.2313,0,1,1.047,-0.953,0,0
-0.016855,0.23241,0,1,1.05,-0.95,0,0
-0.016899,0.23351,0,1,1.053,-0.947,0,0
-0.016943,0.23462,0,1,1.056,-0.944,0,0
-0.016988,0.23573,0,1,1.059,-0.941,0,0
-0.017032,0.23683,0,1,1.062,-0.938,0,0
-0.017076,0.23794,0,1,1.065,-0.935,0,0
-0.017121,0.23904,0,1,1.068,-0.932,0,0
-0.017165,0.24015,0,1,1.071,-0.929,0,0
-0.01721,0.24125,0,1,1.074,-0.926,0,0
-0.017254,0.24236,0,1,1.077,-0.923,0,0
-0.017297,0.24348,0,1,1.08,-0.92,0,0
-0.017339,0.24461,0,1,1.083,-0.917,0,0
-0.01738,0.24574,0,1,1.086,-0.914,0,0
-0.017422,0.24687,0,1,1.089,-0.911,0,0
-0.017464,0.248,0,1,1.092,-0.908,0,0
-0.017506,0.24913,0,1,1.095,-0.905,0,0
-0.017548,0.25026,0,1,1.098,-0.902,0,0
-0.01759,0.25139,0,1,1.101,-0.899,0,0
-0.017631,0.25252,0,1,1.104,-0.896,0,0
-0.017673,0.25365,0,1,1.107,-0.893,0,0
-0.017715,0.25478,0,1,1.11,-0.89,0,0
-0.017757,0.25591,0,1,1.113,-0.887,0,0
-0.017799,0.25704,0,1,1.116,-0.884,0,0
-0.01784,0.25817,0,1,1.119,-0.881,0,0
-0.017882,0.2593,0,1,1.122,-0.878,0,0
-0.017924,0.26043,0,1,1.125,-0.875,0,0
-0.017964,0.26158,0,1,1.128,-0.872,0,0
-0.018005,0.26273,0,1,1.131,-0.869,0,0
-0.018045,0.26388,0,1,1.134,-0.866,0,0
-0.018086,0.26503,0,1,1.137,-0.863,0,0
-0.018126,0.26617,0,1,1.14,-0.86,0,0
-0.018167,0.26732,0,1,1.143,-0.857,0,0
-0.018207,0.26847,0,1,1.146,-0.854,0,0
-0.018247,0.26962,0,1,1.149,-0.851,0,0
-0.018288,0.27077,0,1,1.152,-0.848,0,0
-0.018328,0.27192,0,1,1.155,-0.845,0,0
-0.018369,0.27307,0,1,1.158,-0.842,0,0
-0.018409,0.27421,0,1,1.161,-0.839,0,0
-0.018449,0.27536,0,1,1.164,-0.836,0,0
-0.01849,0.27651,0,1,1.167,-0.833,0,0
-0.01853,0.27766,0,1,1.17,-0.83,0,0
-0.01857,0.27881,0,1,1.173,-0.827,0,0
-0.018611,0.27997,0,1,1.176,-0.824,0,0
-0.018651,0.28113,0,1,1.179,-0.821,0,0
-0.018691,0.28229,0,1,1.182,-0.818,0,0
-0.018731,0.28345,0,1,1.185,-0.815,0,0
-0.018771,0.28461,0,1,1.188,-0.812,0,0
-0.018811,0.28577,0,1,1.191,-0.809,0,0
-0.018851,0.28693,0,1,1.194,-0.806,0,0
-0.018892,0.28809,0,1,1.197,-0.803,0,0
-0.018932,0.28925,0,1,1.2,-0.8,0,0
-0.018972,0.29041,0,1,1.203,-0.797,0,0
-0.019012,0.29158,0,1,1.206,-0.794,0,0
-0.019052,0.29274,0,1,1.209,-0.791,0,0
-0.019092,0.2939,0,1,1.212,-0.788,0,0
-0.019132,0.29506,0,1,1.215,-0.785,0,0
-0.019173,0.29622,0,1,1.218,-0.782,0,0
-0.019212,0.29739,0,1,1.221,-0.779,0,0
-0.019252,0.29856,0,1,1.224,-0.776,0,0
-0.019292,0.29973,0,1,1.227,-0.773,0,0
-0.019332,0.3009,0,1,1.23,-0.77,0,0
-0.019372,0.30207,0,1,1.233,-0.767,0,0
-0.019412,0.30324,0,1,1.236,-0.764,0,0
-0.019452,0.30442,0,1,1.239,-0.761,0,0
-0.019492,0.30559,0,1,1.242,-0.758,0,0
-0.019531,0.30676,0,1,1.245,-0.755,0,0
-0.019571,0.30793,0,1,1.248,-0.752,0,0
-0.019611,0.3091,0,1,1.251,-0.749,0,0
-0.019651,0.31028,0,1,1.254,-0.746,0,0
-0.019691,0.31145,0,1,1.257,-0.743,0,0
-0.019731,0.31262,0,1,1.26,-0.74,0,0
-0.019771,0.31379,0,1,1.263,-0.737,0,0
-0.019811,0.31497,0,1,1.266,-0.734,0,0
-0.01985,0.31615,0,1,1.269,-0.731,0,0
-0.01989,0.31733,0,1,1.272,-0.728,0,0
-0.019929,0.31852,0,1,1.275,-0.725,0,0
-0.019969,0.3197,0,1,1.278,-0.722,0,0
-0.020009,0.32088,0,1,1.281,-0.719,0,0
-0.020048,0.32207,0,1,1.284,-0.716,0,0
-0.020088,0.32325,0,1,1.287,-0.713,0,0
-0.020127,0.32443,0,1,1.29,-0.71,0,0
-0.020167,0.32562,0,1,1.293,-0.707,0,0
