"disp:0","disp:1","disp:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.033854,8.8467e-16,0,1,0.69,-1.31,0,0
0.034004,8.9146e-16,0,1,0.693,-1.307,0,0
0.034154,8.9825e-16,0,1,0.696,-1.304,0,0
0.034304,9.0504e-16,0,1,0.699,-1.301,0,0
0.034454,7.2251e-16,0,1,0.702,-1.298,0,0
0.034604,9.1863e-16,0,1,0.705,-1.295,0,0
0.034753,9.2542e-16,0,1,0.708,-1.292,0,0
0.034903,9.3221e-16,0,1,0.711,-1.289,0,0
0.035053,9.39e-16,0,1,0.714,-1.286,0,0
0.035203,9.4608e-16,0,1,0.717,-1.283,0,0
0.035352,9.5327e-16,0,1,0.72,-1.28,0,0
0.035501,9.6046e-16,0,1,0.723,-1.277,0,0
0.03565,9.6766e-16,0,1,0.726,-1.274,0,0
0.035799,9.7485e-16,0,1,0.729,-1.271,0,0
0.035948,9.8204e-16,0,1,0.732,-1.268,0,0
0.036096,9.8923e-16,0,1,0.735,-1.265,0,0
0.036245,9.9643e-16,0,1,0.738,-1.262,0,0
0.036394,1.0037e-15,0,1,0.741,-1.259,0,0
0.036542,1.0113e-15,0,1,0.744,-1.256,0,0
0.03669,1.0189e-15,0,1,0.747,-1.253,0,0
0.036838,1.0265e-15,0,1,0.75,-1.25,0,0
0.036985,6.1459e-16,0,1,0.753,-1.247,0,0
0.037133,1.0417e-15,0,1,0.756,-1.244,0,0
0.037281,1.0493e-15,0,1,0.759,-1.241,0,0
0.037429,1.0569e-15,0,1,0.762,-1.238,0,0
0.037577,1.0645e-15,0,1,0.765,-1.235,0,0
0.037723,1.0724e-15,0,1,0.768,-1.232,0,0
0.03787,1.0804e-15,0,1,0.771,-1.229,0,0
0.038016,1.0884e-15,0,1,0.774,-1.226,0,0
0.038163,1.0964e-15,0,1,0.777,-1.223,0,0
0.038309,1.1044e-15,0,1,0.78,-1.22,0,0
0.038456,1.1124e-15,0,1,0.783,-1.217,0,0
0.038602,1.1204e-15,0,1,0.786,-1.214,0,0
0.038749,1.1284e-15,0,1,0.789,-1.211,0,0
0.038895,1.1364e-15,0,1,0.792,-1.208,0,0
0.03904,1.1448e-15,0,1,0.795,-1.205,0,0
0.039185,1.1532e-15,0,1,0.798,-1.202,0,0
0.03933,1.1616e-15,0,1,0.801,-1.199,0,0
0.039475,5.2045e-16,0,1,0.804,-1.196,0,0
0.03962,1.1783e-15,0,1,0.807,-1.193,0,0
0.039765,1.1867e-15,0,1,0.81,-1.19,0,0
0.03991,1.1951e-15,0,1,0.813,-1.187,0,0
0.040055,1.2034e-15,0,1,0.816,-1.184,0,0
0.040199,1.212e-15,0,1,0.819,-1.181,0,0
0.040342,1.2208e-15,0,1,0.822,-1.178,0,0
0.040486,1.2295e-15,0,1,0.825,-1.175,0,0
0.040629,1.2382e-15,0,1,0.828,-1.172,0,0
0.040773,1.247e-15,0,1,0.831,-1.169,0,0
0.040916,1.2557e-15,0,1,0.834,-1.166,0,0
0.041059,1.2644e-15,0,1,0.837,-1.163,0,0
0.041203,1.2731e-15,0,1,0.84,-1.16,0,0
0.041346,1.2819e-15,0,1,0.843,-1.157,0,0
0.041488,1.2909e-15,0,1,0.846,-1.154,0,0
0.041629,1.3e-15,0,1,0.849,-1.151,0,0
0.041771,1.309e-15,0,1,0.852,-1.148,0,0
0.041913,5.0109e-16,0,1,0.855,-1.145,0,0
