error,error,error,error,error,error,error,error,error,error
error,error,error,error,error,error,error,error,error,error
error,error,error,error,error,error,error,error,error,error
error,error,error,error,error,16,12,8,4,OK
error,error,error,error,error,8,6,4,2,OK
error,error,error,error,error,OK,OK,OK,OK,OK
error,error,error,error,error,OK,OK,OK,OK,OK
error,error,error,error,error,OK,OK,OK,OK,OK
error,error,error,error,error,OK,OK,OK,OK,OK
error,error,error,error,error,OK,OK,OK,OK,OK
