2	2.13E+00	8.53E+00
3	2.37E+00	4.37E+01
4	3.23E+00	2.19E+02
5	4.49E+00	9.73E+02
6	6.66E+00	3.89E+03
7	9.66E+00	1.26E+04
8	1.37E+01	3.63E+04
9	1.99E+01	9.02E+04
10	2.72E+01	2.15E+05
