5.80E-01	2.80E-01	1.40E-01	6.80E-02	3.40E-02
5.30E-01	7.10E-02	1.20E-02	2.60E-03	6.20E-04
4.50E-01	3.30E-02	2.50E-03	2.70E-04	3.20E-05
5.10E-01	1.40E-02	3.80E-04	1.80E-05	1.00E-06
4.40E-01	6.80E-03	7.10E-05	1.50E-06	4.30E-08
4.90E-01	3.30E-03	1.30E-05	1.20E-07	1.60E-09
4.10E-01	1.70E-03	2.50E-06	1.10E-08	6.70E-11
4.70E-01	9.20E-04	5.10E-07	9.30E-10	2.80E-12
3.80E-01	5.20E-04	1.00E-07	8.40E-11	2.80E-13
4.40E-01	3.00E-04	2.20E-08	7.80E-12	1.40E-13
