degree,nbel,time
1,8,0.0010991096496582031
1,16,0.0020875930786132812
1,32,0.01082611083984375
1,64,0.1511821746826172
2,8,0.001634836196899414
2,16,0.0038137435913085938
2,32,0.01121973991394043
2,64,0.1436481475830078
3,8,0.0018382072448730469
3,16,0.004359006881713867
3,32,0.012829303741455078
3,64,0.1461796760559082
4,8,0.0019919872283935547
4,16,0.005048513412475586
4,32,0.013695240020751953
4,64,0.15396547317504883
